#{"t_start": 1706550482.2001386, "env_id": "None"}
r,l,t---8396.0,224,15.753063---2787.0,189,25.118053---3819.0,169,33.392877---6917.0,167,40.511659---2882.0,166,48.314877---2907.0,204,57.477666---6947.0,126,63.125791-5-7051.0,148,69.185524-7-7289.0,180,77.77481--4-5217.0,228,88.53967--5907.0,206,96.557826-2-7582.0,156,103.9452-258-2799.0,163,112.416031-6-6604.0,148,118.5534-3-3-7319.0,232,130.135401-3-3318.0,191,138.223725-3-2894.0,181,146.181857-2-7934.0,174,154.878-480-2928.0,214,164.45835
-7943.0,179,171.49478-64-7552.0,196,182.10431-48--2885.0,347,193.238426--10955.0,352,209.379811-6-4838.0,226,219.125145-4898.0,222,229.306386
-2746.0,248,238.870314--3206.0,278,253.053036--3069.0,175,260.0940-38--3998.0,270,271.6236-42--2715.0,249,283.536-274--3059.0,249,294.415-506--3257.0,254,306.763516--5878.0,313,319.696692--4504.0,247,331.68878
-5961.0,224,341.0719-34--3-2805.0,298,354.2957---6213.0,425,372.523137--4-4329.0,337,386.1832-4-3-5626.0,302,400.48-727-5030.0,321,413.8311-535-5646.0,305,428.1554-482-3997.0,287,439.7714-585-6210.0,219,450.4783-5909.0,353,465.845274
-596-8347.0,490,484.6994-432-2638.0,424,504.0137-334-2789.0,293,518.2040-5-2-2725.0,301,530.80-539-2-13196.0,426,549.4-399-33-5486.0,428,569.2-649-78-2945.0,378,584.7-61-6008.0,493,603.93029-27-2917.0,314,618.8219-664-5245.0,331,632.6093-672-2879.0,411,650.9040-6981.0,490,672.749635
-518-53-6661.0,501,691.2-512-84-7908.0,514,714.1-705-64-4908.0,402,730.5-669-81-6602.0,488,752.2-9274.0-5665.0,447,772.--7344.0,500,792.338012--5498.0,444,812.665928--5170.0,383,828.419832--4762.0,420,846.731158--6304.0,580,872.19442--8211.0,690,903.183441
-2559.0,843,940.937057
-2531.0,593,967.458587
-7418.0,454,987.999344
-2677.0,475,1009.010235
-2526.0,769,1042.076508
-2838.0,505,1064.328203
-4622.0,394,1082.081596
-6363.0,491,1103.872382
-2935.0,497,1125.602865
-2535.0,503,1147.676445
-8237.0,341,1163.055084
-5012.0,445,1183.031785
-2753.0,487,1205.200486
-2530.0,507,1228.223059
-4125.0,379,1244.529313
-2931.0,927,1284.335284
-3806.0,530,1307.350256
-3718.0,384,1324.620234
-8026.0,438,1344.101724
-2487.0,564,1368.505964
-4985.0,621,1395.032194
-2770.0,505,1417.835659
-2293.0,721,1449.805073
-2468.0,461,1471.6420-27-5655.0,398,1488.03531-25-7738.0,499,1510.23784-24-5321.0,649,1539.33953-24-2449.0,920,1580.49408-34-4528.0,846,1618.993068
-2393.0,877,1657.329771
-13067.0,443,1675.901268
-4310.0,852,1714.745486
-5044.0,562,1738.545533
-3426.0,1056,1786.413102
-4026.0,792,1822.365405
-4176.0,338,1835.990573
-10913.0,436,1855.876924
-5334.0,593,1881.825528
-2728.0,617,1909.419254
-3281.0,576,1934.684766
-2413.0,1158,1985.145104
-2757.0,950,2026.563802
-2826.0,546,2050.52125
-5558.0,551,2075.582887
-2672.0,581,2100.259493
-4018.0,830,2137.564276
-10122.0,792,2171.468187
-5137.0,645,2199.34537
-2320.0,798,2234.26563
-3047.0,974,2276.063688
-2330.0,836,2312.946695
-2414.0,830,2348.715204
-2278.0,921,2389.487219
-6029.0,543,2413.001779
-4310.0,1128,2462.618068
-4237.0,424,2479.922287
-2418.0,619,2507.473115
-3263.0,625,2535.06683
-3731.0,902,2573.438702
-2575.0,759,2607.110684
-2112.0,1283,2662.460822
-8337.0,410,2680.494703
-6235.0,529,2703.163946
-16939.0,1131,2751.884029
-2858.0,1055,2801.245119
-12903.0,525,2823.063919
-2546.0,517,2845.699419
-6943.0,441,2866.92961
-2592.0,894,2906.29765
-6992.0,564,2931.572459
-3247.0,919,2972.443995
-2522.0,1070,3017.814095
-5143.0,543,3041.286353
-8320.0,682,3071.457901
-2410.0,1021,3116.867878
-7973.0,580,3140.94874
-3563.0,828,3177.441161
-5398.0,1068,3222.510403
-2163.0,1612,3293.681328
-2415.0,1081,3340.33622
-5837.0,804,3375.539216
-3883.0,1468,3440.141299
-2030.0,1537,3506.510594
-2830.0,1081,3553.317648
-3757.0,1027,3598.159243
-6327.0,567,3624.209484
-2177.0,1528,3690.316837
-2208.0,1036,3736.132248
-4147.0,781,3770.737639
-14190.0,1050,3816.048701
-2545.0,862,3854.8731
-2040.0,1327,3912.16276
-2049.0,1538,3979.007764
-1382.0,2648,4095.495755
-3091.0,2507,4204.348573
-5986.0,1146,4254.784389
-3910.0,1064,4302.086108
-4271.0,1799,4380.728688
-2155.0,1832,4461.686938
-12684.0,518,4483.932507
-5086.0,999,4527.191189
-3956.0,1910,4611.17569-18-3686.0,1033,4656.976313
-2279.0,2135,4752.495598
-2889.0,2013,4838.888786
-2259.0,1415,4901.013162
-2650.0,2053,4988.61333
-2013.0,1545,5056.502964
-1973.0,1906,5138.642897
-3139.0,2680,5254.395495
-2219.0,1046,5300.773119
-2125.0,2504,5410.780411
.0,2626,5252.261809--2247.0,2294,5353.224065--1403.0,2599,5468.012047-1191.0,2565,5488.807518
-4531.0,2132,5501.256416
.856132
-1819.0,2162,5491.530174
1,5291.584344
-2003.0,2202,5387.176027
-2222.0,2572,5500.741721
